85.953,154.37,132.54,107.33,85.697,72.479,66.256,71.107,73.988,75.756,77.455,74.524,67.703,61.068,52.306,40.099,33.073,36.24,39.951,22.812,151.88,258.77,207.57,142.62,111.96,96.997,96.894,103.48,105.84,112.88,121.44,125.71,123.78,118.4,108.57,93.703,74.422,70.856,74.389,40.845,128.23,214.82,163.25,83.921,79.076,73.935,101.57,83.901,76.856,86.473,93.818,96.422,98.09,97.217,97.657,95.805,89.316,88.719,80.86,41.692,116.41,195.2,148.95,70.482,63.958,49.778,89.685,74.981,67.771,73.867,69.98,67.959,71.385,66.445,59.177,73.957,86.861,95.556,96.017,46.37,107.86,179.62,136.26,68.994,50.575,62.032,78.39,66.787,68.476,66.5,58.249,62.395,58.617,55.35,49.543,76.938,85.674,92.972,102.99,52.453,95.954,159.47,122.37,73.261,46.4,54.44,68.271,71.146,74.451,72.415,65.577,61.48,48.241,55.334,59.567,86.044,81.101,80.921,89.394,49.673,87.248,143.59,111.28,80.907,63.216,64.538,72.036,78.815,83.647,81.195,53.462,51.591,39.052,52.39,53.823,76.126,68.652,60.304,68.071,41.423,83.305,136.63,104.94,83.093,81.534,70.864,58.613,58.973,59.396,55.324,50.74,42.109,21.195,43.232,38.928,50.765,56.928,39.204,49.566,33.507,77.649,131.54,102.7,75.612,62.085,42.075,27.473,24.609,30.797,30.825,32.761,25.656,11.956,34.657,29.274,43.218,49.524,29.265,42.726,30.491,71.195,123.46,99.213,66.425,38.712,28.624,22.464,16.557,19.3,16.844,13.621,11.456,-3.2619,23.037,22.321,41.042,37.428,26.033,34.104,25.656,67.197,114.32,95.302,53.466,34.105,42.666,45.348,26.957,24.953,29.304,25.883,10.446,-3.1621,17.649,19.951,32.625,29.771,26.011,32.873,23.506,64.867,107.95,89.833,39.495,41.7,46.994,67.146,42.765,35.283,38.407,31.449,18.385,11.164,21.076,14.275,23.78,27.24,27.149,36.84,23.733,64.047,105.49,84.485,27.037,43.662,37.737,58.369,40.648,34.637,39.022,42.616,37.31,28.879,21.29,20.173,27.163,30.394,33.317,38.38,21.265,67.886,109.81,80.926,26.99,39.172,40.171,38.328,28.192,27.97,30.959,38.619,42.567,43.069,38.831,37.473,36.292,36.045,37.068,39.915,19.034,72.704,121.87,92.044,54.201,36.498,41.895,27.259,28.752,28.847,28.738,32.635,37.223,37.58,33.961,26.203,21.473,24.063,30.796,42.499,25.251,39.171,66.826,51.817,39.045,28.006,24.075,20.425,19.345,17.644,16.07,16.542,15.489,11.117,6.3597,2.9213,8.6153,11.142,13.946,22.17,14.759
154.37,298.45,273.62,227.02,183.72,154.38,139.49,148.3,154.53,158.57,162.49,157.14,144.11,130.86,113.43,87.887,71.65,74.833,81.194,45.452,282.27,508.71,429.4,300.59,240.6,203.96,202.58,216.57,220.53,233.42,252.1,260.41,256.19,246.45,229.28,202.06,162.34,151.26,158.25,87.719,241.83,421.13,328.53,176.63,168.86,152.91,207.42,175.97,160.88,178.29,193.6,198.21,201.35,199.93,202.98,201.7,189.14,185.54,167.6,87.711,219.16,379.62,293.18,146.02,134.44,98.976,178.19,157.12,142.86,154.22,147.52,143.82,150.34,139.08,125.37,155.02,183.02,200.48,195.51,94.298,202.01,345.65,264.33,138.26,107.41,118.54,155.9,142.24,145,141.57,124.61,130.64,127.41,118.26,102.36,157.63,177.12,193.49,210.79,104.29,180.38,306.74,238.88,144.16,99.192,112.97,142.84,151,156.82,152.18,134.32,128.28,108.22,118.64,119.19,174.04,166.4,167.34,183.54,98.822,162.19,271.75,220.52,161.83,129.2,135.22,150.54,165.3,174.2,169.7,109.01,108.12,89.584,108.6,107.18,153.02,140.27,128.59,140.72,81.559,153.78,256.68,208.73,170.28,165.77,148.33,125.43,125.72,125.11,117.51,101.41,89.101,54.302,89.619,78.199,103.3,114.78,88.636,104.04,66.015,143.83,250.3,205.4,155.3,129.1,94.467,66.084,59.151,69.325,69.656,64.679,57.304,34.285,72.263,58.879,88.271,100.74,68.815,89.96,60.016,134.34,238.41,199.49,136.09,84.353,67.019,54.201,43.781,48.428,43.029,30.177,30.277,5.4399,50,43.95,83.759,80.449,62.02,73.521,50.424,126.7,220.92,188.31,108.64,76.592,89.122,98.223,65.982,60.424,68.559,57.181,29.223,6.3255,42.418,40.697,70.15,66.827,60.039,69.169,45.818,121.34,209.23,175.31,83.2,88.056,89.724,134.3,95.933,80.464,86.804,73.314,47.948,35.039,51.195,33.137,54.226,61.884,61.373,75.495,47.01,121.56,206.02,165.12,61.445,90.078,73.115,117.46,90.862,79.18,86.783,93.617,83.313,68.155,51.727,47.627,61.236,67.136,71.889,77.004,42.157,128.68,214.36,160.56,61.232,83.163,81.332,82.785,67.512,66.505,70.812,84.151,91.156,91.023,81.684,79.376,79.78,79.523,77.453,77.696,37.607,133.97,233.13,183.6,111.13,81.473,89.224,62.625,67.859,66.425,64.203,71.496,80.075,80.379,74.025,62.361,55.14,57.563,64.004,85.572,48.974,68.506,121.36,101.11,78.901,58.684,52.436,44.911,42.754,38.504,34.968,35.581,34.427,27.871,18.898,11.595,21.732,26.995,30.67,45.919,29.031
132.54,273.62,287.77,262.83,218.27,180.55,158.14,166.84,175.85,183.18,187.94,183.02,171.35,158.77,140.59,111.85,93.828,93.661,95.648,51.348,253.65,491.56,466.52,345.57,283.54,234.87,227.41,241.35,244.1,258.95,280.31,289.5,285.41,279.34,268.49,244.38,203.9,193.05,200,108.93,224.65,414.59,349.53,197.44,189.44,165.08,225.09,193.88,175.76,192.03,208.09,211.86,214.56,216.82,224.75,228.5,218.66,216.17,200.27,104.16,202.78,369.32,303.93,159.66,143.97,102.99,183.22,168.56,155.55,167.49,159.19,152.37,161.81,151.49,138.27,170.01,203.23,225.22,219.23,107.41,184.19,330.38,268.49,145.9,113.33,110.29,156.92,154.58,160.87,157.07,133.93,140.1,144.79,129.29,109.07,168.06,190.82,211.49,229.76,113.64,163.86,290.48,238.62,147.11,108.79,119.67,154.87,169.63,177.92,169.52,144.99,141.63,128.7,130.48,125.11,185.42,178.57,180.62,196.6,103.71,146.58,254.26,219.33,164.34,137.65,149.48,168.92,187.24,195.57,190.78,116.8,119.85,108.92,114.72,111.02,159.73,147.78,140.21,148.33,81.806,139.62,241.23,208.56,175.56,172.91,161.45,140.37,140.74,137.52,127.83,102.16,97.487,71.319,91.578,79.575,106.56,117.17,99.807,108.22,64.592,132.22,237.74,206.27,161.77,138.68,110.87,81.365,72.361,79.812,77.269,61.048,64.462,47.896,73.441,59.063,90.603,101.98,78.039,93.18,58.455,125.64,229.48,203.07,143,95.129,80.088,66.62,57.639,61.921,54.206,30.169,39.127,17.154,51.707,43.031,85.886,84.945,69.624,76.021,48.711,118.5,214.75,193.64,115.31,85.128,92.164,104.83,77.772,72.458,75.791,58.14,35.134,16.478,44.53,40.86,74.843,72.845,66.217,71.596,45.248,111.39,204.49,180.92,92.212,90.282,83.301,134.03,104.69,90.496,95.16,75.692,52.057,43.485,54.281,34.263,57.739,66.813,66.788,77.736,47.238,112,201.4,169.59,74.175,92.891,70.036,119.66,100.2,88.748,94.514,97.827,85.18,72.849,57.173,51.445,65.26,71.975,75.756,78.948,42.633,115.11,205.96,167.12,74.467,92.76,82.39,90.817,79.824,76.804,78.391,88.826,92.735,91.55,83.311,80.936,83.406,83.871,80.38,78.155,37.989,114.58,211.51,186.56,123.43,95.891,96.588,70.375,78.862,74.69,70.977,76.509,83.829,83.016,75.772,65.264,58.02,58.366,62.365,82.199,44.398,54.827,101.11,94.734,83.156,65.079,57.628,48.551,47.169,42.329,38.385,37.578,37.394,31.466,20.847,10.665,18.65,26.382,29.539,44.517,27.483
107.33,227.02,262.83,295.39,266.65,208.18,171.46,175.93,188.8,201.38,208.57,206.42,198.58,188.29,172.32,141.84,125.71,124.03,117.57,59.309,208.57,415.93,448.68,415.9,341.93,268.57,239.78,241.45,241.74,260.82,288.63,300.36,298.43,298.06,298.49,285.91,254.42,249.38,250.34,130.12,181.25,343.47,337.44,235.52,210.29,170.96,227.64,185.55,162.84,176.95,194.96,198.41,200.75,210.33,227.16,238.92,239.26,243.53,235.53,120.08,156.11,295.66,281.58,178.63,141.29,102.31,167.96,147.21,140.36,151.47,143.1,133.78,148.16,149.48,141.12,166.01,204.31,235.95,239.82,121.94,136.66,252.93,235.77,154.29,104.85,78.349,129.73,131.9,150.88,146.71,119.41,127.37,146.48,128.6,108.97,158.71,184.31,210.67,236.61,122.04,116.51,210.99,192.94,143.15,108.68,104.47,138.62,166.13,183.77,169.5,140.97,144.63,141.98,128.9,120.13,180.38,171.11,170.85,191.68,103.33,101.04,179.67,167.61,141.86,132.25,143.6,171.23,198.41,206.33,197.82,115.55,127.38,122.49,106.83,99.209,148.43,136.29,125.8,134.31,74.309,96.672,172.37,157.22,142.1,148.08,146.17,132.6,135.17,128.19,108.31,82.629,97.759,80.367,75.377,63.582,91.178,103.34,84.044,89.523,54.409,93.846,171.87,157.29,134.06,122.81,104.84,77.29,66.824,68.873,54.267,38.573,63.91,54.794,58.978,42.624,73.183,85.009,61.161,74.473,48.245,89.311,166.11,161.73,136.93,100.86,75.342,58.846,56.374,60.78,45.866,15.59,39.401,23.219,40.726,28.983,69.372,68.092,52.169,59.578,40.139,82.388,154.06,164.49,123.41,85.524,71.049,82.585,60.241,60.148,54.028,32.087,20.006,15.527,33.129,29.824,59.542,56.574,52.268,59.645,39.928,75.842,147.38,161.46,100.79,78.349,65.65,107.74,77.679,71.232,72.074,46.727,25.729,30.413,41.417,20.133,39.824,52.536,57.102,68.456,42.184,77.144,147.11,155.01,87.796,83.012,56.048,98.24,75.714,68.645,72.29,73.525,59.429,48.827,42.159,37.42,51.257,62.878,68.787,72.028,39.088,77.841,149.01,154.7,95.679,95.715,73.227,78.141,61.941,58.774,58.024,66.992,68.676,66.604,63.123,65.468,73.214,76.797,75.235,73.189,34.185,76.723,148.54,159.03,142.91,110.67,90.033,55.192,63.024,57.649,53.681,59.568,66.548,67.291,62.135,54.711,51.343,53.244,56.334,72.798,37.403,36.362,67.668,70.557,80.197,69.397,53.278,39.409,39.279,35.396,31.333,30.536,31.51,26.196,17.559,7.9835,15.794,24.311,28.341,42.517,25.953
85.697,183.72,218.27,266.65,292.9,233.41,185.23,180.13,192.67,207.87,215.3,214.81,209.38,200.06,183.17,148.99,129.18,122.14,110.9,55.299,169.55,340.76,372.04,404.7,393.04,297.69,257.09,244.3,240.31,259.76,288.71,301.27,301.05,304.82,309.53,298.95,267.29,255.04,252.97,132.12,142.55,270.95,268.96,240.86,218.82,179,233.5,187.52,159.07,168.63,186.62,189.22,190.99,206.23,230.61,245.37,248.19,248.98,238.48,122.26,116.65,223.7,213.83,183.46,148.37,109.76,165.26,143.04,134.26,141.53,137.44,129.38,143.42,155.49,158.76,172.81,205.05,234.93,237.56,122.05,98.22,183.16,171.3,149.62,122.22,80.497,121.06,125.15,145.35,142.77,121.51,126.41,152.08,137.32,123.77,158.52,181.46,207.64,231.86,120.99,81.331,147.33,137.83,128.68,129.91,117.44,138.92,166.28,184.88,167.71,144.95,153.31,159.77,139.18,123.24,177.54,170.78,166.74,183.83,98.63,67.569,120.08,120.91,124.5,141.63,149,172.55,199.87,203.43,197.51,125.93,142.23,142.53,113.74,98.959,141.12,137.92,123.9,127.07,68.277,62.9,114.44,115.36,121.36,135.18,133.03,124.5,127.2,116.88,101.82,87.819,111.88,98.241,76.687,63.281,85.305,107.47,86.78,84.475,49.218,62.325,118.83,118.27,116.3,115.51,98.065,73.124,62.739,59.035,47.779,43.603,75.693,72.166,61.631,41.677,65.222,87.596,63.758,69.287,42.616,59.215,112.2,118.59,123.01,114.09,87.433,61.553,57.212,57.689,42.905,24.25,49.1,40.374,47.061,28.36,60.223,67.691,52.048,53.083,33.571,50.218,95.116,112.83,114.94,102.71,79.769,80.096,55.919,54.642,50.482,29.933,23.25,28.253,41.339,36.054,56.749,54.319,49.26,50.208,33.594,42.939,86.85,106.52,103.69,91.3,67.495,97.722,68.869,61.453,64.791,44.85,25.359,34.426,51.843,35.769,42.821,51.196,52.919,58.593,36.678,45.102,87.606,101.83,99.792,92.18,60.613,91.459,69.082,60.584,62.062,64.622,52.684,44.835,47.015,48.242,54.765,61.115,62.541,61.169,33.959,44.386,88.274,102.59,106.72,107.69,78.066,80.193,60.076,53.774,49.935,56.737,56.547,54.791,54.298,59.803,65.483,67.302,61.604,55.235,26.539,43.682,87.599,105.1,127.87,126.4,95.781,60.838,60.865,54.055,47.149,50.913,55.073,56.471,53.737,45.694,40.638,43.037,36.757,45.366,24.961,20.315,37.138,42.245,59.123,68.251,56.13,38.815,35.487,32.05,27.48,25.872,24.834,21.243,15.796,3.7712,8.7392,13.607,11.551,23.385,17.285
72.479,154.38,180.55,208.18,233.41,231.31,203.88,193.03,195.64,200.95,200.12,197.05,192.94,181.38,156.39,119.15,96.014,83.982,77.805,40.307,150.77,303.79,321.36,320.98,332.73,301.96,290.42,281.34,273.56,280.19,292.35,297.25,297.41,299.2,295.96,272.86,228.94,207.44,207.89,111.02,134.26,256.98,246.19,209.13,207.89,183.41,254.33,234.19,211.2,214.34,216.96,210.72,210.46,225.28,242.96,248.67,242.54,233.65,219.57,114.16,114.86,220.48,205.33,178.37,165.74,120.51,195.02,197.1,190.92,195.21,177.73,160.02,167.99,183.04,189.53,198.56,218.98,233.98,227.45,114.76,101.41,190.55,176.32,152.66,144.61,103.09,159.55,180.12,197.27,193.1,159.8,156.43,175.28,163.83,156.07,186.79,206.44,221.18,231.12,117.79,88.828,163.74,157.77,142.94,151.6,150.57,183.25,209.1,221.52,195.47,172.83,180.39,183.64,161.98,144.53,197.19,201.35,195.72,200.5,104.11,77.24,140.58,148.18,156.28,169.89,186.64,209.33,221.5,214.61,206.75,149.43,164.27,171.02,141.79,123.34,161.01,172.16,164.24,158.59,81.069,72.967,135.5,145.2,159.48,185.88,183.04,163.69,156.63,146.63,141.58,125.04,136.34,131.94,111.92,96.465,110.35,141.07,133.48,124.22,64.963,70.747,140.56,146.1,149.89,154.75,134.88,104.18,90.112,85.589,81.721,74.979,97.473,105.32,92.881,73.972,89.36,121.25,109.32,108.02,57.629,67.98,132.63,141.82,136.6,126.22,118.29,101.01,89.284,79.634,62.321,50.964,73.879,69.101,70.562,56.248,82.615,101.91,92.774,86.037,47.188,58.119,112.41,127.24,115.34,120.37,117.55,129.23,109.5,103.41,87.918,61.794,56.551,56.749,63.469,63.716,83.32,87.972,83.335,75.817,43.744,50.183,100.56,113.17,106.18,117.01,92.244,139.92,127.1,118.73,117.72,89.002,62.038,63.658,79.605,76.737,78.988,83.101,78.928,77.987,43.191,49.951,95.431,103.13,102.42,113.14,75.258,124.51,125.23,120.5,117.29,107.76,88.787,77.242,80.488,85.505,86.251,85.573,79.618,71.059,36.242,45.926,90.316,97.653,96.022,115.21,92.308,113.49,114.94,110.6,100.62,93.49,85.98,83.903,85.093,85.729,81.213,75.227,62.32,53.857,27.917,41.937,83.601,94.858,98.613,109.15,114.7,106.08,109.87,98.859,83.804,77.472,74.917,73.748,68.291,51.634,36.704,29.919,15.717,24.001,18.86,18.2,33.712,37.41,46.948,53.939,62.702,57.844,53.659,47.314,39.134,34.125,29.334,23.237,14.616,0.15327,-7.2863,-13.809,-15.333,-2.3637,5.2806
66.256,139.49,158.14,171.46,185.23,203.88,219.72,216.27,204.35,197.35,186.93,175.5,164.59,146.34,112.5,68.75,37.643,24.459,27.753,17.047,143.1,289.37,298.16,278.97,287.38,272.28,321.99,335.89,322.39,314.24,309.19,301.96,296.18,292.47,275.02,231.58,167.66,135.76,139.31,80.352,139.26,269.47,253.56,205.49,205.57,183.22,281.4,288.94,274.83,274.47,264.27,246.5,240.56,251.22,262,255.16,233.85,209.96,186.74,98.591,126.67,245.75,227.41,184.03,176.6,127.5,232.08,256.78,255.86,258.39,230.86,203.19,203.95,212.14,217.53,228.16,239.24,236.97,213.22,104.2,118.09,224.47,208.09,163.5,157.78,130.02,205.59,240.24,257.62,246.14,200.68,196.36,209.82,189.81,183.66,222.7,236.76,243.15,234.65,112.44,107.07,200.89,197.52,166.08,169.88,179.46,229.43,256.77,261.34,227.04,199.74,214.79,218.87,189.13,168.57,223.58,234.26,234.42,225.11,110.34,95.935,180.95,191.06,193.13,201.32,223.98,246.95,249.95,236.6,225.23,170.06,191.37,211.02,175.02,154.55,187.77,208.32,213.65,197.61,94.926,93.18,177.89,190.58,206.74,237.72,239.05,213.07,199.86,191.04,194.43,163.1,165.47,178.5,152.58,132.92,140.42,178.1,185.69,168.23,81.502,90.746,183.12,190.78,193.95,199.22,182.94,152.73,135.36,130.47,135.64,115.17,128.62,153.19,131.04,109.16,120.49,160.3,162.13,152.4,74.355,89.034,176.22,184.56,168.56,148.77,147.58,141.01,128.58,114.16,95.088,81.477,105.76,110.75,103.84,86.077,112.97,141.92,140.91,124.12,61.107,79.502,155.82,167.6,135.93,139.18,147.95,176.32,164.53,156.98,133.12,99.319,95.907,94.668,93.476,92.319,117.25,125.71,120.62,102.71,54.11,69.471,140.85,148.78,118.46,132.69,110.91,184.16,187.65,182.8,180.34,139.57,103.7,101.15,112.93,115.48,117.51,116.13,105.12,97.168,52.56,64.776,126.98,130.27,111.24,126.28,90.166,164.5,184.84,186.36,182.31,166.85,137.01,118.77,120.19,123.08,119.18,111.23,98.298,87.375,45,56.129,111.25,114.88,101.25,125.05,102.25,150.61,173.89,173.81,160.69,145.82,129.47,123.58,122.4,115.73,102.24,89.363,73.988,66.899,36.642,46.795,92.183,101.27,97.145,110.44,124.48,147.87,164.74,150.72,129.61,115.3,105.48,99.962,90.005,66.251,42.193,23.188,3.0265,14.295,17.025,19.216,35.267,38.161,45.705,51.881,67.51,76.22,76.946,68.243,56.201,47.891,39.822,29.498,15.628,-1.5699,-16.299,-31.225,-36.023,-20.983,-2.8711
71.107,148.3,166.84,175.93,180.13,193.03,216.27,237.45,231.31,219.83,206.26,187.88,169.71,146.3,106.44,58.564,23.434,8.5035,12.929,11.649,151.03,305.58,317.86,286.83,282.35,255.7,317.23,367.08,368.16,358.33,348.56,334.55,320.92,313.78,291.07,239.02,166.87,130.23,131.16,76.732,148.12,290.53,280.31,213.44,210.5,180.65,293.32,312.21,310.55,317.57,305.35,282.07,268.02,272.79,283.81,277.59,253.19,224.42,194.25,100.91,138.25,272.26,259.54,191.45,182.27,122.83,247.27,281.61,288.92,298.44,267.53,232.29,227.98,224.7,224.12,247.35,263.83,260.55,229.13,108.01,131.69,254.08,240.62,172.48,162.63,147.17,231.49,267.75,290.72,278.52,221.14,214.68,230.22,202.64,182.49,239.65,259.18,269.29,261.18,122.24,120.99,230.28,228.9,178.4,170.66,188.54,251.28,280.13,282.33,246.12,206.93,224.33,235.88,203.3,172.52,239.78,252.68,261.65,256.07,124.44,110.06,211.61,224.14,213.16,210.26,236.26,264.63,269.42,256.88,243.77,167.92,196.44,227.68,189.87,164.14,209.19,224.69,241.17,229.16,110.33,108.32,210.02,226.41,236.81,269.66,271.56,242.66,229.32,222.83,222.94,169.23,173.48,199.79,171.04,142.48,163.76,195.53,213.58,200.46,97.586,107.45,217.68,228.1,224.83,232.98,217.18,185.2,168.09,166.08,169.79,128.11,144.35,177.11,150.66,121.35,147.85,181.65,192.47,186.3,91.56,107.5,215.08,223.71,192.23,160.94,162.77,165.82,158.03,144.61,123.6,93.695,123.56,134.75,124.17,96.546,140.68,167.43,171.18,157.03,77.886,99.054,196.96,207,151.69,143.06,157.87,200.65,196.23,193.17,167.92,125.31,120.35,119.86,115.56,102.28,143.05,153.05,148.91,133.49,68.738,88.355,182.1,188.5,131.03,138.26,112.51,205.83,217.62,221.46,222.46,172.95,130.58,129.16,134.28,125.88,140.31,142.76,131.51,122.91,64.999,81.661,163.52,165.94,123.98,138.23,94.603,186.9,213.88,222.84,225.59,208.63,170.87,146.9,142.19,142.58,143.08,136.32,122.07,109.47,55.757,71.313,142.81,145.94,117.21,138.77,106.82,166.84,202.34,212.26,202.48,186.77,165.79,153.54,148.89,142.69,129.56,114.42,97.506,90.016,48.061,58.8,117.52,126.93,116.22,123.26,131.34,160.17,197.4,191.59,167.62,151,137.71,126.91,113.4,87.089,61.203,41.254,24.189,39.803,30.757,23.66,44.766,48.023,54.013,58.048,72.454,85.112,95.272,88.035,73.662,63.736,53.361,39.302,21.67,1.7193,-13.084,-25.127,-29.188,-11.969,2.4788
73.988,154.53,175.85,188.8,192.67,195.64,204.35,231.31,247.47,245.18,233.23,213.89,194.52,169.77,129.29,80.185,45.566,29.649,29.977,20.292,153.33,310.78,328.19,299.4,294.89,259.36,294.38,346.64,368.49,375.16,373.21,360.86,346.26,340.06,319.21,269.27,201.85,166.52,163.42,91.243,144.01,284.03,277.37,209.07,211.33,178.95,277.75,290.35,294.5,313.3,310.6,289.91,273.65,276.56,291.3,292.86,276.78,252.78,220.07,111.61,132.68,263.13,251.52,185.74,178.49,117.4,228.85,258.93,270.05,289.39,267.58,234.48,228.23,221.16,217.25,246.47,270.73,277.08,248.1,115.6,125.41,244.53,230.31,167.29,161.67,140.9,214.3,247.58,275.04,273.52,220.67,210.48,225.78,196.77,169.01,231.76,259.65,274.86,276.9,131.84,115.89,222.35,218.15,167.68,164.73,177.85,232.78,264.31,273.95,243.33,201.92,213.58,226.55,197.56,163.68,236.77,249.77,259.43,264.2,131.34,106.12,204.66,216.42,201.22,198.88,220.52,250.62,263.92,256.57,245.18,161.66,186.42,214.04,183.55,155.24,210.11,218.93,233.79,232.33,114.55,104.67,203.36,221.52,229.48,260.24,259.35,232.03,222.76,218.02,213.44,160.56,167.67,186.09,164.22,132.32,164.89,188.88,205.89,202.96,101.29,104.7,212.51,223.23,217.67,226.38,208.59,175.57,161.96,163.45,163.03,121.1,139.74,164.51,145.48,113.07,150.42,175.25,185.5,189.29,95.637,104.53,210.01,216.51,182.77,155.71,154.02,155.3,151.5,142.47,122.5,89.829,117.96,125.69,120.54,89.108,142.41,163.9,166.42,161.21,82.423,95.44,189.99,195.82,144.14,138.3,145.18,183.17,181.05,184.46,166.65,125.42,116.46,114.78,113.33,93.17,140.64,152.01,147.89,138.84,71.858,84.913,174.81,177.32,126.57,134.31,101.66,186.86,198.27,206.64,214.87,172.64,131.39,128.24,128.86,112.68,135.24,143.33,133.94,126.92,65.459,78.747,157.11,157.3,117.79,132.59,87.267,168.26,192.55,206.03,216.34,205.43,170.58,145.43,136.49,136.72,141.96,138.49,125.45,109.57,53.861,69.137,138.58,140.49,111.66,132.05,99.474,145.75,179.99,197.89,197.38,186.87,167.74,152.2,145.27,141.55,132.95,120.52,101.64,88.406,45.655,57.475,115.67,124.52,115.5,121.28,123.71,138.23,179.08,185.83,168.22,154.76,141.91,128.3,113.8,88.826,63.917,46.063,28.914,40.747,30.69,22.934,43.719,47.45,53.68,58.002,68.958,77.852,90.008,87.972,75.796,65.93,55.153,40.658,22.749,2.1106,-11.924,-22.524,-28,-11.657,2.2936
75.756,158.57,183.18,201.38,207.87,200.95,197.35,219.83,245.18,263.92,258.94,242.22,224.09,200.6,161.87,116.06,84.139,67.51,62.668,35.639,153.24,311.05,332.64,312.38,311.61,269.45,280.74,319.26,342.09,370.66,384.73,379.08,367.64,365.61,349.09,307.72,250.76,220.95,214.55,114.98,137.62,271.7,265.51,204.58,211.25,182.04,263.98,262.99,262.13,287.26,296.22,281.58,267.46,273.5,294.08,303.49,298.03,283.21,253.79,127.27,123.41,245.8,233.24,177.9,173.32,120.48,211.6,228.47,236.92,258.95,246.17,219.95,215.2,210.89,211.9,239.88,269.63,288.39,267.06,126.22,113.67,222.64,209.29,158.25,156.99,132.2,189.74,217.01,242.46,247.93,207.12,197.99,211.02,184.01,163.7,220.64,251.56,271.22,285.15,140.1,103.32,197.93,195.03,154.7,157.6,166.7,207.56,238.12,254.02,233.01,196.75,201.86,209.39,186.36,162.35,230,240.54,244.79,258.44,134.29,94.372,179.92,191.95,182.41,185.42,199.02,227.28,249.73,248.91,239.64,163.14,180.61,193.31,172.67,150.84,202.43,206.82,210.98,217.81,112.95,92.779,178.95,196.42,206.86,234.88,226.96,205.46,200.17,193.87,186.71,149.43,161.55,161.56,148.54,124.68,153.6,173,178.12,185.15,97.974,92.77,187.78,197.47,195.75,203.14,178.09,146.61,135.57,137.27,135.12,108,129.64,138,130.62,104.56,137.81,157.26,156.8,170.62,91.8,90.897,182.47,188.88,165.11,146.87,137.39,126.76,123.41,120.64,103.86,78.987,104.15,99.255,106.86,81.874,128.38,145.15,141.57,143.97,78.684,80.66,159.97,166.49,130.39,131.64,132.83,154.94,146.9,149.02,143.3,108.39,95.932,89.933,97.227,83.975,123.5,134.09,128.66,127.12,69.186,70.864,146.32,148.11,114.57,126.47,95.83,162.19,164.61,167.61,179.64,147.99,111.94,106.08,109.02,97.922,118.51,128.41,122.29,118.61,61.051,66.666,132.43,131.37,103.93,120.5,80.745,144.02,157.62,167.37,181.18,176.82,148.38,124.39,115.74,120.23,128.33,127.99,117.95,101.11,48.355,59.686,120.19,120.09,97.58,118.17,90.346,121.03,144.22,159.55,168.37,165.52,150.49,136.32,130.81,130.58,124.53,112.29,94.645,80.244,40.257,50.802,102.82,110.56,104.58,109.67,108.79,109.93,144.05,153.57,148.2,141.05,131.4,118.3,103.74,78.17,53.576,40.194,25.249,35.194,27.625,20.748,38.731,42.332,48.944,53.237,60.084,63.848,73.251,74.433,67.897,60.911,50.678,35.08,17.148,-4.4481,-16.544,-22.168,-25.635,-8.9385,4.4705
